"spkid","full_name","neo","pha","H","diameter","albedo","spec_B","spec_T","orbit_id","epoch","e","a","q","i","om","w","ma","n","per","moid","class","data_arc","first_obs","last_obs","n_obs_used","condition_code","ad","per_y","n_del_obs_used","n_dop_obs_used","epoch_mjd","extent","rot_per","GM","BV","UB","IR","tp_cal","two_body","A1","A2","A3","DT","tp","M1","K1","M2","K2","PC"
20317255,"317255 (2002 DJ5)",Y,Y,19.86,,,,,74,2461000.5,0.5680,1.401,0.605,6.43,347.84,296.23,39.08,0.5946,605,0.0398,APO,7342,2002-02-21,2022-03-30,456,0,2.20,1.66,,,61000,,2.6093,,,,,2025-09-16.2,,,,,,2460934.77,,,,,
20325395,"325395 (2009 CQ5)",Y,Y,17.43,,,,,124,2461000.5,0.0914,0.9327,0.847,18.68,278.65,118.24,265.42,1.094,329,0.0498,ATE,4594,2009-02-14,2021-09-13,516,0,1.02,0.901,,,61000,,,,,,,2026-02-15.4,,,,,,2461086.94,,,,,
20326290,"326290 Akhenaten (1998 HE3)",Y,Y,21.83,,,,,67,2461000.5,0.4401,0.8791,0.492,3.38,53.40,309.39,63.58,1.196,301,0.00351,ATE,11624,1993-04-13,2025-02-08,345,0,1.27,0.824,1,0,61000,,,,,,,2025-09-28.8,,,-2.8e-14,,,2460947.33,,,,,
20329437,"329437 (2002 OA22)",Y,Y,19.41,,,,,203,2461000.5,0.2432,0.9357,0.708,6.90,173.99,318.72,51.30,1.089,331,0.0354,ATE,7729,2002-07-30,2023-09-27,921,0,1.16,0.905,6,0,61000,,2.6214,,,,,2025-10-04.8,,,1.8e-14,,,2460953.40,,,,,
20329614,"329614 (2003 KU2)",Y,Y,17.77,,,,,107,2461000.5,0.6768,2.69,0.869,5.40,105.21,246.80,1.43,0.2234,1.61e+03,0.0266,APO,8117,2003-04-05,2025-06-25,370,0,4.51,4.41,2,0,61000,,3.278,,,,,2025-11-14.5,,,,,,2460994.08,,,,,
20330233,"330233 (2006 KV86)",Y,Y,18.82,,,,,44,2461000.5,0.3739,1.543,0.966,37.08,220.04,153.86,296.38,0.5141,700,0.00163,APO,6891,2006-05-26,2025-04-07,141,0,2.12,1.92,,,61000,,,,,,,2026-03-24.7,,,,,,2461124.24,,,,,
20331876,"331876 (2004 CL)",Y,Y,20.56,,,,,49,2461000.5,0.5360,1.284,0.596,13.31,109.39,274.69,34.23,0.6771,532,0.0233,APO,7803,2004-02-07,2025-06-19,176,0,1.97,1.46,,,61000,,,,,,,2025-10-01.4,,,7.9e-14,,,2460949.95,,,,,
20332446,"332446 (2008 AF4)",Y,Y,19.68,,,,,144,2461000.5,0.4099,1.38,0.814,8.93,109.30,293.37,29.76,0.608,592,0.00159,APO,8459,2002-06-01,2025-07-29,1188,0,1.95,1.62,0,1,61000,,3.0472,,,,,2025-10-03.0,,,,,,2460951.56,,,,,
20333521,"333521 (2005 PO)",Y,Y,20.08,,,,,61,2461000.5,0.3731,1.252,0.785,12.51,300.47,249.54,267.79,0.7033,512,0.0175,APO,6286,2005-08-03,2022-10-19,155,0,1.72,1.4,,,61000,,,,,,,2026-04-01.0,,,,,,2461131.60,,,,,
20333578,"333578 (2006 KM103)",Y,Y,20.18,0.204,0.352,,,101,2461000.5,0.3766,1.573,0.981,11.68,169.45,197.01,235.50,0.4995,721,0.0136,APO,9055,2000-05-10,2025-02-23,385,0,2.17,1.97,4,3,61000,,5.737,,,,,2026-07-28.2,,,,,,2461249.77,,,,,
20337075,"337075 (1998 QC1)",Y,Y,19.81,,,,,60,2461000.5,0.5900,1.984,0.813,9.65,308.32,115.50,242.82,0.3527,1.02e+03,0.0175,APO,9319,1998-08-17,2024-02-21,187,0,3.15,2.79,,,61000,,,,,,,2026-10-19.2,,,,,,2461332.74,,,,,
20337558,"337558 (2001 SG262)",Y,Y,19.44,,,,,41,2461000.5,0.5830,1.961,0.818,4.82,359.00,100.31,259.24,0.3588,1e+03,0.0298,APO,8313,2001-08-26,2024-05-30,170,0,3.11,2.75,,,61000,,,,,,,2026-08-28.8,,,,,,2461281.35,,,,,
20341843,"341843 (2008 EV5)",Y,Y,20.05,0.40,0.137,,,169,2461000.5,0.0828,0.9598,0.880,7.45,93.19,235.92,122.87,1.048,343,0.0137,ATE,6298,2008-03-04,2025-06-01,1479,0,1.04,0.94,8,0,61000,,3.725,,,,,2025-07-26.7,,,-3.4e-14,,,2460883.28,,,,,
20342866,"342866 (2008 YU32)",Y,Y,20.24,,,,,53,2461000.5,0.5957,1.537,0.622,3.41,232.56,83.97,349.54,0.5171,696,0.00631,APO,1958,2008-12-31,2014-05-12,183,0,2.45,1.91,,,61000,,,,,,,2025-12-11.2,,,,,,2461020.72,,,,,
20344076,"344076 (1998 HJ3)",Y,Y,18.99,,,,,48,2461000.5,0.7466,1.985,0.503,6.57,223.53,94.21,278.52,0.3524,1.02e+03,0.0114,APO,9398,1998-04-19,2024-01-11,272,0,3.47,2.8,,,61000,,,,,,,2026-07-10.2,,,,,,2461231.73,,,,,
20348306,"348306 (2005 AY28)",Y,Y,21.55,,,,,69,2461000.5,0.5703,0.8727,0.375,5.88,117.40,156.05,92.34,1.209,298,0.0361,ATE,6203,2005-01-13,2022-01-07,246,0,1.37,0.815,0,2,61000,,,,,,,2025-09-05.6,,,-6.7e-14,,,2460924.12,,,,,
20348314,"348314 (2005 BC)",Y,Y,18.00,,,,,120,2461000.5,0.2780,1.19,0.859,30.12,292.44,84.21,67.52,0.7595,474,0.044,APO,7407,2005-01-16,2025-04-28,1643,0,1.52,1.3,,,61000,,,,,,,2025-08-24.0,,,,,,2460911.60,,,,,
20348400,"348400 (2005 JF21)",Y,Y,17.26,,,,,"JPL 277",2461000.5,0.5349,2.225,1.035,10.84,132.17,206.15,28.97,0.2969,1.21e+03,0.0473,AMO,8355,2002-11-19,2025-10-04,1823,0,3.42,3.32,1,0,61000,,2.4149,,,,,2025-08-15.4,,,,,,2460902.94,,,,,
20349068,"349068 (2006 YT13)",Y,Y,18.30,0.496,0.343,,,109,2461000.5,0.4258,1.323,0.760,38.25,116.68,105.46,104.16,0.6478,556,0.0386,APO,6799,2006-12-26,2025-08-07,500,0,1.89,1.52,4,1,61000,,2.433,,,,,2025-06-13.2,,,,,,2460839.72,,,,,
20349507,"349507 (2008 QY)",Y,Y,18.50,,,,,167,2461000.5,0.5816,1.168,0.489,13.56,1.88,254.94,290.66,0.7808,461,0.031,APO,12491,1989-09-30,2023-12-12,1035,0,1.85,1.26,6,3,61000,,,,,,,2026-02-17.8,,,3.3e-14,,,2461089.30,,,,,
20350523,"350523 (2000 EA14)",Y,Y,21.16,,,,,85,2461000.5,0.2026,1.118,0.891,3.56,203.68,206.01,13.62,0.8343,432,0.0437,APO,9312,2000-03-03,2025-08-31,277,0,1.34,1.18,,,61000,,,,,,,2025-11-04.6,,,7.1e-14,,,2460984.18,,,,,
20350751,"350751 (2002 AW)",Y,Y,20.82,,,,,132,2461000.5,0.2567,1.072,0.796,0.57,161.76,119.35,37.75,0.8886,405,0.00489,APO,8035,2001-12-17,2023-12-17,710,0,1.35,1.11,1,0,61000,,4.647,,,,,2025-10-09.5,,,-5.2e-14,,,2460958.02,,,,,
20352102,"352102 (2007 AG12)",Y,Y,19.26,,,,,66,2461000.5,0.6565,2.09,0.718,41.98,305.39,68.22,125.45,0.3263,1.1e+03,0.0492,APO,6587,2007-01-13,2025-01-25,314,0,3.46,3.02,,,61000,,,,,,,2024-11-01.4,,,,,,2460615.97,,,,,
20354182,"354182 (2002 DU3)",Y,Y,20.77,,,Sq,,75,2461000.5,0.2382,1.145,0.873,8.71,0.60,245.63,63.95,0.804,448,0.00782,APO,8333,2002-01-25,2024-11-18,286,0,1.42,1.23,,,61000,,4.4,,,,,2025-09-02.4,,,3.5e-14,,,2460920.96,,,,,
20356991,"356991 (1998 QA1)",Y,Y,19.07,,,,,54,2461000.5,0.5343,2.102,0.979,8.19,298.85,333.18,353.19,0.3234,1.11e+03,0.000167,APO,9223,1998-08-19,2023-11-19,200,0,3.22,3.05,,,61000,,,,,,,2025-12-12.0,,,,,,2461021.56,,,,,
20357022,"357022 (1999 YG3)",Y,Y,19.07,0.432,0.217,S,,83,2461000.5,0.3296,1.285,0.861,34.52,293.25,250.24,229.28,0.6769,532,0.0414,APO,9065,1999-12-20,2024-10-14,327,0,1.71,1.46,,,61000,,,,,,,2026-06-02.1,,,,,,2461193.62,,,,,
20357024,"357024 (1999 YR14)",Y,Y,19.47,0.255,0.430,,,109,2461000.5,0.4001,1.651,0.991,3.73,2.97,9.71,111.52,0.4645,775,0.00712,APO,8866,1999-12-31,2024-04-09,1287,0,2.31,2.12,7,0,61000,,4.2477,,,,,2025-03-25.9,,,,,,2460760.41,,,,,
20357028,"357028 (2000 EJ26)",Y,Y,19.45,,,,,50,2461000.5,0.6149,1.382,0.532,9.22,10.41,285.97,230.10,0.6063,594,0.00741,APO,7924,2000-03-04,2021-11-13,145,0,2.23,1.63,,,61000,,,,,,,2026-06-23.2,,,,,,2461214.74,,,,,
20357439,"357439 (2004 BL86)",Y,Y,19.29,,,,,109,2461000.5,0.4025,1.502,0.898,23.79,126.65,311.54,334.99,0.5353,673,0.00739,APO,7870,2004-01-30,2025-08-17,1089,0,2.11,1.84,9,4,61000,,2.6205,,,,,2026-01-06.7,,,,,,2461047.22,,,,,
20357594,"357594 (2004 XL35)",Y,Y,19.63,,,,,49,2461000.5,0.2784,1.355,0.978,27.30,73.75,356.21,100.62,0.6247,576,0.00702,APO,8008,2002-06-10,2024-05-13,196,0,1.73,1.58,,,61000,,,,,,,2025-06-12.9,,,,,,2460839.41,,,,,
20357622,"357622 (2005 EY95)",Y,Y,20.32,,,,,81,2461000.5,0.5383,1.084,0.500,3.17,72.86,342.14,186.99,0.8736,412,0.04,APO,7632,2002-06-04,2023-04-27,319,0,1.67,1.13,1,1,61000,,3.925,,,,,2026-06-07.0,,,-4.3e-14,,,2461198.53,,,,,
20358471,"358471 (2007 NS4)",Y,Y,19.20,,,,,"JPL 38",2461000.5,0.5972,1.875,0.755,5.78,10.94,47.60,6.81,0.3838,938,0.0388,APO,6636,2007-07-15,2025-09-14,128,0,2.99,2.57,,,61000,,,,,,,2025-11-03.2,,,,,,2460982.77,,,,,
20358744,"358744 (2008 CR118)",Y,Y,18.99,,,,,126,2461000.5,0.5123,1.841,0.898,3.92,121.42,157.25,338.06,0.3945,912,0.0292,APO,7989,2003-03-07,2025-01-19,496,0,2.78,2.5,,,61000,,,,,,,2026-01-15.6,,,,,,2461056.12,,,,,
20359170,"359170 (2009 CN5)",Y,Y,19.95,,,,,25,2461000.5,0.4653,1.545,0.826,11.90,349.69,53.27,303.05,0.5132,701,0.0349,APO,2235,2009-02-13,2015-03-29,83,1,2.26,1.92,,,61000,,,,,,,2026-03-11.9,,,,,,2461111.46,,,,,
20359369,"359369 (2009 YG)",Y,Y,18.52,,,,,48,2461000.5,0.6956,2.152,0.655,3.39,138.59,67.74,2.63,0.3122,1.15e+03,0.0117,APO,4406,2006-10-22,2018-11-14,169,0,3.65,3.16,,,61000,,,,,,,2025-11-12.5,,,,,,2460992.08,,,,,
20360191,"360191 (1988 TA)",Y,Y,21.08,0.4,,,,53,2461000.5,0.4787,1.54,0.803,2.53,194.60,105.34,175.56,0.5155,698,0.00571,APO,8984,1988-10-05,2013-05-11,304,0,2.28,1.91,5,4,61000,,,,,,,2024-12-15.4,,,,,,2460659.95,,,,,
20361754,"361754 (2007 YV29)",Y,Y,19.18,,,,,50,2461000.5,0.3568,1.373,0.883,21.88,59.30,321.87,86.73,0.6124,588,0.0466,APO,7955,2002-04-11,2024-01-21,206,0,1.86,1.61,,,61000,,,,,,,2025-07-02.3,,,,,,2460858.89,,,,,
20363024,"363024 (1998 OK1)",Y,Y,19.42,0.558,0.099,,,80,2461000.5,0.4292,1.356,0.774,13.99,109.64,298.65,50.61,0.6241,577,0.0403,APO,9371,1998-07-21,2024-03-17,287,0,1.94,1.58,3,0,61000,,,,,,,2025-08-31.9,,,,,,2460919.40,,,,,
20363027,"363027 (1998 ST27)",Y,Y,19.58,0.578,0.059,,,155,2461000.5,0.5298,0.8198,0.386,21.05,197.51,322.44,88.41,1.328,271,0.00981,ATE,9517,1998-09-24,2024-10-14,1047,0,1.25,0.742,12,1,61000,,3,,,,,2025-09-15.4,,,1.6e-14,,,2460933.92,,,,,
20363067,"363067 (2000 CO101)",Y,Y,19.21,,0.110,Xk,,162,2461000.5,0.0901,1.076,0.979,15.32,353.02,64.96,118.31,0.8826,408,0.0218,APO,7383,2000-02-04,2020-04-22,1148,0,1.17,1.12,6,0,61000,,5.12,,,,,2025-07-09.9,,,,,,2460866.45,,,,,
20363084,"363084 (2000 RD53)",Y,Y,20.21,,,,,60,2461000.5,0.4278,1.786,1.022,9.28,175.94,192.81,189.53,0.4128,872,0.0237,AMO,8903,2000-09-06,2025-01-21,343,0,2.55,2.39,4,5,61000,,14.96,,,,,2027-01-07.9,,,,,,2461413.49,,,,,
20363116,"363116 (2001 GQ2)",Y,Y,20.32,,,,,95,2461000.5,0.5031,1.215,0.604,21.82,37.10,280.30,87.74,0.7364,489,0.00627,APO,8770,2001-04-14,2025-04-18,406,0,1.83,1.34,1,2,61000,,,,,,,2025-07-24.8,,,-3.0e-14,,,2460881.35,,,,,
20363305,"363305 (2002 NV16)",Y,Y,21.42,,,,,140,2461000.5,0.2209,1.239,0.965,3.45,182.74,179.77,298.30,0.7145,504,0.0284,APO,8226,2002-07-13,2025-01-19,625,0,1.51,1.38,4,0,61000,,0.9067,,,,,2026-02-15.3,,,-2.3e-14,,,2461086.85,,,,,
20363505,"363505 (2003 UC20)",Y,Y,18.47,1.876,0.029,,,312,2461000.5,0.3369,0.7812,0.518,3.78,187.92,60.17,117.80,1.427,252,0.0352,ATE,25241,1954-12-05,2024-01-13,1057,0,1.04,0.691,3,5,61000,,29.6,,,,,2025-08-30.4,,,-8.1e-15,,,2460917.97,,,,,
20363599,"363599 (2004 FG11)",Y,Y,21.05,0.152,0.306,,,111,2461000.5,0.7240,1.586,0.438,3.13,83.44,228.81,266.81,0.4934,730,0.0203,APO,7323,2004-03-23,2024-04-10,472,0,2.73,2,4,4,61000,,7.021,,,,,2026-05-28.8,,,-5.8e-14,,,2461189.39,,,,,
20363734,"363734 (2004 XN50)",Y,Y,18.83,,,,,74,2461000.5,0.7787,1.681,0.372,3.31,62.35,253.45,236.27,0.4523,796,0.0084,APO,7287,2004-12-14,2024-11-26,314,0,2.99,2.18,,,61000,,,,,,,2026-08-21.5,,,,,,2461274.06,,,,,
20363790,"363790 (2005 JE46)",Y,Y,17.85,,,,,153,2461000.5,0.5522,1.903,0.852,8.27,238.33,114.76,240.68,0.3754,959,0.029,APO,14866,1984-06-22,2025-03-05,927,0,2.95,2.63,4,0,61000,,,,,,,2026-10-04.8,,,,,,2461318.34,,,,,
20363831,"363831 (2005 PY16)",Y,Y,19.35,0.371,0.268,,,65,2461000.5,0.5252,1.976,0.938,6.42,159.29,193.53,109.41,0.355,1.01e+03,0.0429,APO,5299,2005-08-01,2020-02-03,236,0,3.01,2.78,,,61000,,,,,,,2025-01-16.7,,,,,,2460692.26,,,,,
20364136,"364136 (2006 CJ)",Y,Y,20.19,,,,,78,2461000.5,0.7549,0.6766,0.166,10.22,303.21,29.69,16.91,1.771,203,0.0259,ATE,6946,2006-02-01,2025-02-07,557,0,1.19,0.557,5,3,61000,,,,,,,2025-11-11.4,,,-3.2e-14,,,2460990.95,,,,,
20365014,"365014 (2008 OX2)",Y,Y,20.09,,,,,78,2461000.5,0.6020,1.048,0.417,6.65,220.10,252.05,301.04,0.9193,392,0.0329,APO,6220,2008-06-11,2025-06-22,302,0,1.68,1.07,,,61000,,,,,,,2026-01-24.1,,,,,,2461064.64,,,,,
20365071,"365071 (2009 AV)",Y,Y,18.18,0.674,0.246,,,153,2461000.5,0.0739,1.03,0.954,45.87,150.73,322.12,97.10,0.9433,382,0.0218,APO,3170,2009-01-02,2017-09-07,1195,0,1.11,1.04,1,0,61000,,,,,,,2025-08-10.0,,,,,,2460897.56,,,,,
20365424,"365424 (2010 KX7)",Y,Y,21.91,0.212,0.075,,,29,2461000.5,0.1709,0.9893,0.820,21.49,46.45,61.94,12.53,1.002,359,0.0311,ATE,1103,2010-05-15,2013-05-22,95,1,1.16,0.984,1,1,61000,,,,,,,2025-11-08.4,,,,,,2460987.99,,,,,
20366746,"366746 (2004 LJ)",Y,Y,20.16,,,,,69,2461000.5,0.4615,1.087,0.585,18.28,246.69,256.10,40.30,0.8701,414,0.0288,APO,6263,2004-06-09,2021-08-02,315,0,1.59,1.13,,,61000,,,,,,,2025-10-05.6,,,,,,2460954.18,,,,,
20366774,"366774 (2004 TB18)",Y,Y,17.87,0.859,0.199,,,158,2461000.5,0.4508,1.815,0.997,13.20,120.97,13.19,171.81,0.4031,893,0.0195,APO,6926,2004-09-21,2023-09-08,698,0,2.63,2.44,,,61000,,,,,,,2024-09-20.8,,,,,,2460574.32,,,,,
20367248,"367248 (2007 MK13)",Y,Y,20.21,0.386,0.119,,,55,2461000.5,0.1397,1.025,0.881,19.88,95.07,259.97,205.52,0.9504,379,0.0348,APO,2183,2007-06-21,2013-06-12,310,1,1.17,1.04,,,61000,,5.286,,,,,2026-05-02.5,,,,,,2461163.04,,,,,
20367789,"367789 (2011 AG5)",Y,Y,21.77,,,,,91,2461000.5,0.3883,1.424,0.871,3.69,135.59,54.04,208.10,0.58,621,0.000371,APO,5397,2008-10-03,2023-07-14,446,0,1.98,1.7,4,2,61000,,9.4357,,,,,2026-08-09.9,,,,,,2461262.40,,,,,
20368203,"368203 (2001 KO2)",Y,Y,20.56,,,,,35,2461000.5,0.6178,2.479,0.948,12.46,242.29,328.83,80.23,0.2525,1.43e+03,0.00813,APO,4456,2001-05-21,2013-08-02,122,0,4.01,3.9,,,61000,,,,,,,2025-01-07.2,,,,,,2460682.71,,,,,
20368565,"368565 (2004 FE5)",Y,Y,20.02,,,,,52,2461000.5,0.6005,1.245,0.498,18.30,189.39,243.48,261.47,0.7092,508,0.0344,APO,7753,2004-03-22,2025-06-13,176,0,1.99,1.39,,,61000,,,,,,,2026-04-08.9,,,,,,2461139.43,,,,,
20369057,"369057 (2008 DK5)",Y,Y,21.32,,,,,34,2461000.5,0.6151,1.555,0.598,4.27,345.61,81.02,80.63,0.5085,708,0.00849,APO,2700,2008-02-28,2015-07-21,157,0,2.51,1.94,,,61000,,,,,,,2025-06-15.4,,,,,,2460841.92,,,,,
20369264,"369264 (2009 MS)",Y,Y,16.34,1.515,0.232,,,82,2461000.5,0.5701,2.005,0.862,52.37,252.04,219.54,48.30,0.3471,1.04e+03,0.0435,APO,5604,2009-06-19,2024-10-22,457,0,3.15,2.84,3,2,61000,,,,,,,2025-07-04.8,,,,,,2460861.35,,,,,
20371660,"371660 (2007 CN26)",Y,Y,21.11,0.230,0.160,,,73,2461000.5,0.2692,1.293,0.945,7.58,159.26,135.69,139.99,0.6707,537,0.00281,APO,5802,2007-02-10,2022-12-30,286,0,1.64,1.47,7,5,61000,,,,,,,2025-04-26.2,,,,,,2460791.79,,,,,
20373135,"373135 (2011 SD173)",Y,Y,19.52,1.050,0.025,,,65,2461000.5,0.4975,1.653,0.830,4.39,203.03,59.66,308.19,0.464,776,0.00215,APO,6998,1996-10-11,2015-12-09,217,0,2.47,2.12,,,61000,,,,,,,2026-03-12.6,,,,,,2461112.16,,,,,
20374038,"374038 (2004 HW)",Y,Y,17.20,,,,,95,2461000.5,0.6359,2.69,0.979,0.83,219.83,62.85,312.74,0.2234,1.61e+03,0.00897,APO,6798,2004-04-18,2022-11-28,344,0,4.40,4.41,,,61000,,2.52,,,,,2026-06-20.5,,,,,,2461212.02,,,,,
20374158,"374158 (2004 UL)",Y,Y,18.64,,,,,"JPL 96",2461000.5,0.9266,1.266,0.093,23.85,39.46,149.68,235.69,0.6916,521,0.0174,APO,8781,2001-09-18,2025-10-03,425,0,2.44,1.43,,,61000,,38,,,,,2026-05-19.7,,,,,,2461180.25,,,,,
20374851,"374851 (2006 VV2)",Y,Y,16.71,,,,,185,2461000.5,0.6053,2.387,0.942,23.73,9.81,145.03,27.18,0.2672,1.35e+03,0.00952,APO,8092,2002-10-04,2024-11-29,1606,0,3.83,3.69,1,0,61000,,2.425,,,,,2025-08-11.2,,,,,,2460898.78,,,,,
20374855,"374855 (2006 VQ13)",Y,Y,20.11,,,,,68,2461000.5,0.4459,1.099,0.609,16.70,233.67,73.82,233.12,0.855,421,0.00837,APO,8469,1998-11-23,2022-01-30,608,0,1.59,1.15,,,61000,,,,,,,2026-04-18.3,,,,,,2461148.89,,,,,
20375054,"375054 (2007 PF6)",Y,Y,20.81,,,,,34,2461000.5,0.4164,1.298,0.758,25.60,316.33,251.27,186.23,0.6663,540,0.031,APO,4180,2007-08-08,2019-01-17,100,0,1.84,1.48,,,61000,,,,,,,2026-08-08.8,,,,,,2461261.30,,,,,
20375103,"375103 (2007 TD71)",Y,Y,18.50,,,,,56,2461000.5,0.2799,1.286,0.926,49.75,49.57,220.77,218.41,0.6756,533,0.0325,APO,7390,2003-10-23,2024-01-16,150,0,1.65,1.46,,,61000,,,,,,,2026-06-18.5,,,,,,2461210.07,,,,,
20377097,"377097 (2002 WQ4)",Y,Y,19.71,,,,,102,2461000.5,0.5561,1.957,0.868,3.94,266.86,244.66,104.91,0.3601,1e+03,0.0192,APO,27052,1950-12-11,2025-01-03,405,0,3.04,2.74,0,1,61000,,36,,,,,2025-02-02.6,,,-2.2e-14,,,2460709.19,,,,,
20377732,"377732 (2005 XJ8)",Y,Y,17.06,0.986,0.288,,,178,2461000.5,0.6205,1.931,0.733,23.56,115.79,67.45,124.43,0.3672,980,0.016,APO,7174,2005-12-04,2025-07-26,874,0,3.13,2.68,,,61000,,42.89,,,,,2024-12-17.1,,,,,,2460661.62,,,,,
20378160,"378160 (2006 WX1)",Y,Y,19.68,,,,,74,2461000.5,0.3002,0.9165,0.641,11.64,327.95,290.96,43.92,1.123,320,0.0294,ATE,5877,2006-11-19,2022-12-22,256,0,1.19,0.877,,,61000,,,,,,,2025-10-12.9,,,,,,2460961.40,,,,,
20378358,"378358 (2007 LD)",Y,Y,19.33,,,,,48,2461000.5,0.4392,1.726,0.968,16.51,226.15,316.99,71.67,0.4347,828,0.0355,APO,6421,2007-06-07,2025-01-04,162,0,2.48,2.27,,,61000,,,,,,,2025-06-09.1,,,,,,2460835.61,,,,,
20380636,"380636 (2004 XN14)",Y,Y,19.76,,,,,90,2461000.5,0.2667,0.9316,0.683,10.74,120.80,115.76,344.18,1.096,328,0.00319,ATE,6621,2004-12-10,2023-01-26,429,0,1.18,0.899,,,61000,,,,,,,2025-12-05.4,,,,,,2461014.93,,,,,
20380981,"380981 (2006 SU131)",Y,Y,18.64,,,,,151,2461000.5,0.3952,1.728,1.045,9.66,107.36,167.82,214.52,0.434,830,0.032,AMO,6641,2006-08-28,2024-11-02,529,0,2.41,2.27,,,61000,,4.92,,,,,2026-10-22.2,,,,,,2461335.74,,,,,
20381906,"381906 (2010 CL19)",Y,Y,17.81,0.520,0.451,,,161,2461000.5,0.6456,1.543,0.547,7.31,243.77,76.83,116.79,0.5142,700,0.0113,APO,8753,2001-01-25,2025-01-12,1105,0,2.54,1.92,2,0,61000,,3.5197,,,,,2025-04-07.8,,,,,,2460773.35,,,,,
20382395,"382395 (1990 SM)",Y,Y,16.42,,,,,87,2461000.5,0.7629,2.107,0.500,11.62,136.02,107.91,210.83,0.3222,1.12e+03,0.0329,APO,13636,1987-09-28,2025-01-27,258,0,3.72,3.06,,,61000,,,,,,,2027-02-27.0,,,,,,2461463.54,,,,,
20382406,"382406 (1996 AJ1)",Y,Y,20.57,,,,,36,2461000.5,0.7814,1.31,0.286,2.54,90.94,238.33,23.89,0.6571,548,0.00487,APO,9877,1996-01-12,2023-01-27,116,0,2.33,1.5,,,61000,,,,,,,2025-10-15.6,,,,,,2460964.15,,,,,
20382745,"382745 (2003 CC)",Y,Y,20.42,,,,,59,2461000.5,0.3269,1.501,1.010,2.33,136.27,103.28,79.64,0.5362,671,0.0356,APO,8060,2003-02-01,2025-02-25,206,0,1.99,1.84,,,61000,,,,,,,2025-06-25.4,,,,,,2460851.98,,,,,
20382758,"382758 (2003 GY)",Y,Y,20.20,,,,,100,2461000.5,0.3174,1.38,0.942,4.67,321.77,334.21,279.16,0.6081,592,0.0235,APO,7882,2003-04-05,2024-11-02,374,0,1.82,1.62,1,2,61000,,,,,,,2026-04-02.9,,,,,,2461133.43,,,,,
20382825,"382825 (2003 XB22)",Y,Y,19.30,,,,,86,2461000.5,0.3933,1.405,0.853,29.96,108.75,118.30,331.52,0.5916,609,0.0144,APO,7517,2003-12-15,2024-07-14,358,0,1.96,1.67,,,61000,,,,,,,2026-01-08.1,,,,,,2461048.65,,,,,
20385186,"385186 (1994 AW1)",Y,Y,17.64,0.811,0.223,Sa,,349,2461000.5,0.0756,1.105,1.021,24.10,290.34,37.14,294.57,0.8485,424,0.0182,AMO,13614,1986-12-29,2024-04-07,2792,0,1.19,1.16,4,0,61000,,2.5193,,,,,2026-02-06.1,,,1.4e-14,,,2461077.61,,,,,
20385252,"385252 (2001 EB18)",Y,Y,19.41,,,,,33,2461000.5,0.1837,1.053,0.860,50.06,155.46,101.91,236.51,0.9121,395,0.0297,APO,5301,2001-03-01,2015-09-05,82,0,1.25,1.08,3,1,61000,,,,,,,2026-04-05.3,,,,,,2461135.89,,,,,
20385343,"385343 (2002 LV)",Y,Y,16.55,1.359,0.334,,,298,2461000.5,0.6051,2.314,0.914,29.53,132.14,224.23,212.48,0.2799,1.29e+03,0.00664,APO,8334,2002-06-01,2025-03-26,1953,0,3.71,3.52,,,61000,,6.195,,,,,2027-05-02.0,,,,,,2461527.51,,,,,
20385605,"385605 (2005 EJ225)",Y,Y,18.99,,,,,"JPL 80",2461000.5,0.5737,1.707,0.728,8.86,341.98,290.70,47.84,0.4419,815,0.0177,APO,7543,2005-02-04,2025-09-30,288,0,2.69,2.23,,,61000,,,,,,,2025-08-04.7,,,,,,2460892.26,,,,,
20386454,"386454 (2008 XM)",Y,Y,20.03,0.367,0.128,,,32,2461000.5,0.9092,1.222,0.111,5.44,240.57,27.44,232.74,0.7294,494,0.0046,APO,5486,2008-12-02,2023-12-10,104,0,2.33,1.35,,,61000,,,,,,,2026-05-14.4,,,,,,2461174.98,,,,,
20386847,"386847 (2010 LR33)",Y,Y,18.06,0.663,0.211,,,118,2461000.5,0.4625,1.692,0.909,5.83,352.07,333.21,348.35,0.4479,804,0.0291,APO,8886,2001-03-26,2025-07-24,433,0,2.47,2.2,,,61000,,,,,,,2025-12-17.0,,,,,,2461026.51,,,,,
20387505,"387505 (1998 KN3)",Y,Y,18.78,1.060,0.074,,,76,2461000.5,0.8734,1.542,0.195,2.29,313.22,71.27,94.65,0.5147,699,0.0183,APO,9106,1998-05-24,2023-04-29,1501,0,2.89,1.91,,,61000,,,,,,,2025-05-21.1,,,,,,2460816.61,,,,,
20387668,"387668 (2002 SZ)",Y,Y,20.51,,,,,40,2461000.5,0.4334,1.297,0.735,22.89,346.81,276.61,289.70,0.6671,540,0.00293,APO,4189,2002-09-26,2014-03-16,158,0,1.86,1.48,,,61000,,,,,,,2026-03-06.3,,,,,,2461105.87,,,,,
20387746,"387746 (2003 MH4)",Y,Y,20.13,0.366,0.132,,,129,2461000.5,0.5131,1.963,0.956,3.91,259.48,323.53,70.73,0.3584,1e+03,0.00218,APO,8250,2003-01-26,2025-08-28,576,0,2.97,2.75,,,61000,,,,,,,2025-05-07.6,,,-5.2e-14,,,2460803.16,,,,,
